overall,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_reflexes
64,61,58,57,67,52,61.0,57,58,64,62,53,55,64,63,69,61,74,75,72,61,61,64,56,64,65,65,64,63,7,12,13,11
64,56,62,59,59,57,64.0,57,57,56,62,81,82,73,60,70,64,62,84,73,57,63,27,62,60,58,58,32,25,14,12,13,12
64,64,58,39,62,48,67.0,60,40,34,66,81,74,80,57,75,63,62,62,40,60,43,26,58,64,52,48,35,29,15,13,11,9
64,56,34,64,62,37,58.0,40,37,56,60,63,60,55,59,62,65,78,72,73,30,66,62,31,58,39,57,64,64,7,10,15,13
64,58,63,47,61,63,65.0,59,33,50,64,82,77,66,65,68,70,66,62,67,64,58,39,62,57,74,68,28,22,6,10,12,9
64,49,61,65,59,53,62.0,51,32,48,62,66,69,67,60,78,75,90,61,81,55,61,23,65,55,60,48,21,23,16,15,8,12
64,61,56,42,64,54,69.0,60,49,54,68,76,79,78,62,76,48,64,71,59,51,53,56,59,59,53,57,59,56,14,11,14,10
64,43,63,59,58,54,65.0,42,34,42,62,73,74,72,64,74,65,74,68,72,56,52,17,62,49,57,51,19,18,12,9,13,10
64,55,32,59,56,29,57.0,45,29,58,57,59,58,57,67,65,35,63,65,73,35,65,68,49,40,36,48,67,69,8,6,11,14
64,35,18,69,50,30,40.0,26,23,32,53,52,65,57,59,60,43,71,64,78,37,64,62,38,41,41,52,67,58,12,6,10,10
64,62,33,37,64,27,51.0,22,25,61,53,65,61,52,55,72,30,64,83,41,27,50,55,51,35,47,54,66,67,12,9,14,10
64,32,31,60,52,22,49.0,34,36,43,50,62,56,40,48,71,23,65,71,61,37,54,70,32,17,53,63,76,69,14,13,14,11
64,39,65,56,56,54,63.0,38,27,42,63,83,88,71,62,69,63,70,73,70,56,27,18,65,45,59,61,21,18,12,9,10,15
64,47,65,64,49,50,56.0,39,37,30,58,69,80,42,56,30,73,35,62,92,58,74,28,59,36,51,49,19,13,12,8,11,7
64,51,32,61,55,26,53.0,39,33,51,51,64,53,55,56,62,46,70,75,85,30,74,60,35,44,32,57,64,61,8,14,7,9
64,42,67,70,65,61,60.0,46,51,43,65,41,34,34,59,50,71,71,32,78,62,37,14,66,45,68,61,26,22,7,12,10,11
64,60,36,48,58,45,63.0,62,49,54,63,71,74,71,60,71,60,72,82,60,46,56,55,43,42,33,49,55,57,9,10,9,7
64,58,58,51,58,55,64.0,60,43,56,59,84,67,73,60,80,63,78,77,67,58,66,36,64,63,42,56,34,33,11,11,8,11
64,38,57,49,63,58,62.0,59,59,60,62,67,64,67,67,67,68,75,79,68,61,73,70,66,65,41,60,66,58,8,16,10,15
64,54,58,45,64,40,68.0,52,41,63,64,77,76,91,61,89,58,81,74,53,62,42,57,63,65,49,62,59,53,9,16,10,12
64,48,21,65,50,25,38.0,26,27,36,31,60,60,44,63,46,31,58,56,75,19,60,67,20,23,35,59,67,64,13,11,16,16
64,65,29,49,56,29,65.0,41,33,45,66,65,63,67,63,64,42,60,63,59,37,73,61,59,51,38,62,64,61,7,11,9,14
64,57,55,34,60,51,69.0,63,50,53,66,77,73,83,56,75,54,57,52,61,58,48,23,62,57,48,65,35,37,7,7,12,7
64,55,43,34,68,59,65.0,64,60,67,65,67,66,71,60,71,64,52,70,58,50,49,49,62,69,48,64,55,50,9,6,10,8
64,42,60,56,70,61,63.0,53,43,65,64,66,56,64,63,69,63,61,79,66,58,68,47,62,65,60,65,45,43,8,14,11,7
64,60,31,40,62,37,62.0,62,58,59,61,73,68,73,54,72,35,59,80,65,33,71,57,43,58,34,61,60,55,8,7,7,7
64,61,61,52,61,49,64.0,45,34,39,63,83,84,76,58,66,53,62,53,57,59,41,13,57,60,55,55,20,15,11,13,7,12
64,58,55,53,64,39,65.0,45,46,62,64,81,80,84,60,69,64,61,70,50,57,59,43,55,49,52,48,61,59,7,6,10,8
64,55,21,64,60,22,59.0,33,30,52,59,66,79,56,57,48,47,78,72,81,22,65,61,47,54,31,46,62,60,9,8,10,11
64,59,65,66,55,64,62.0,63,68,56,64,50,52,62,58,52,76,76,70,81,64,53,19,66,60,62,59,13,18,19,17,15,14
64,61,62,55,61,44,65.0,60,52,50,62,85,82,82,57,74,62,61,78,56,59,33,14,55,50,60,57,14,15,12,7,13,7
64,63,59,28,56,58,67.0,64,62,49,63,82,83,79,44,81,61,59,49,40,60,49,30,61,60,58,57,21,19,7,10,8,8
64,52,26,60,57,27,52.0,43,28,56,55,63,65,60,58,40,42,81,59,74,28,70,61,50,48,39,52,65,63,7,8,11,15
64,57,56,48,65,46,65.0,60,56,64,65,68,73,76,62,77,61,73,77,58,59,56,57,59,65,61,60,60,56,14,13,7,12
64,62,56,45,60,48,66.0,45,42,56,62,84,83,88,54,90,52,52,68,34,50,30,23,59,54,54,51,25,23,13,12,7,13
64,32,27,64,60,32,49.0,51,59,52,54,53,54,56,59,53,58,70,67,75,32,70,64,29,29,55,62,65,61,13,12,9,8
64,60,57,42,65,53,65.0,61,63,63,64,72,75,73,61,72,61,59,68,53,63,58,50,62,63,59,62,58,54,15,13,9,13
64,62,66,52,68,54,65.0,54,55,67,65,81,76,70,60,74,70,84,80,66,55,60,58,59,62,69,60,60,49,10,11,6,14
64,32,25,65,55,19,45.0,33,40,54,52,30,30,53,61,61,38,32,58,70,21,67,70,23,29,42,68,66,65,7,16,6,10
64,60,62,46,66,67,66.0,66,68,60,64,63,72,82,64,68,68,72,50,71,67,46,47,63,64,61,64,61,60,9,11,15,8
64,25,21,62,50,34,51.0,41,34,51,58,43,60,54,58,50,58,76,53,74,34,72,60,34,34,46,54,65,62,6,8,7,12
64,26,26,64,54,24,52.0,38,26,49,52,67,67,57,59,54,41,72,73,82,27,68,61,33,43,42,55,64,62,8,10,13,8
64,41,64,58,53,51,65.0,51,34,43,63,81,78,72,61,77,68,63,51,69,61,53,20,64,52,65,63,17,18,6,9,15,10
64,44,65,67,63,51,61.0,40,29,52,65,57,63,61,61,52,66,77,61,80,57,65,62,61,53,62,64,63,63,6,6,13,11
64,58,56,33,57,50,67.0,57,38,36,66,86,86,82,61,72,63,42,55,36,50,40,25,60,62,50,63,27,31,7,11,8,14
64,60,59,52,68,53,66.0,65,58,64,65,74,68,72,59,72,64,54,76,62,62,66,58,58,67,54,71,61,57,12,9,9,16
64,53,62,53,57,54,65.0,48,41,44,61,94,92,86,58,82,70,81,83,71,58,32,18,62,56,50,54,33,35,9,15,11,11
64,49,46,39,70,36,66.0,36,36,63,66,70,68,75,59,79,54,75,75,58,56,54,56,52,61,50,55,61,60,6,12,6,10
64,60,34,44,63,37,60.0,53,49,65,62,80,76,74,60,75,60,59,73,66,38,62,56,53,53,45,47,58,56,11,13,13,15
64,56,23,59,57,31,52.0,46,29,58,55,36,64,52,55,32,57,70,76,77,30,63,64,39,33,31,58,65,64,8,14,14,6
64,28,25,60,52,23,46.0,33,29,42,49,54,55,42,60,60,40,82,75,79,24,67,62,31,38,35,54,65,63,13,8,7,15
64,58,54,41,60,48,65.0,46,52,46,62,78,79,75,64,75,57,64,75,53,43,45,25,58,59,59,58,34,19,11,13,14,12
64,45,35,67,60,44,49.0,38,25,57,55,52,53,53,60,56,53,70,64,77,35,64,61,36,35,30,55,65,63,9,15,15,10
64,60,61,48,63,47,66.0,58,50,60,63,84,81,82,58,80,59,56,73,59,57,55,54,62,61,55,60,55,52,15,7,10,10
64,70,34,47,55,35,58.0,40,36,27,59,72,63,61,58,65,29,72,61,43,33,66,63,46,42,41,46,69,58,6,5,9,11
64,35,63,61,58,52,61.0,44,28,45,61,82,87,70,56,73,67,71,77,81,54,34,19,62,48,60,54,15,20,15,9,12,7
64,53,52,55,68,50,65.0,55,48,64,66,65,67,71,65,75,62,63,74,70,52,64,64,57,60,46,64,65,62,12,6,9,14
64,32,23,58,63,27,55.0,58,59,58,64,62,48,57,60,66,56,81,65,74,50,57,64,35,35,30,55,65,62,9,12,7,6
64,48,58,52,68,68,61.0,52,42,64,66,62,56,51,65,32,73,54,58,72,68,74,55,66,60,34,62,65,55,13,10,9,8
64,40,27,66,58,20,48.0,31,30,43,50,61,70,59,60,59,42,61,70,72,25,55,66,36,35,40,50,69,66,10,10,8,14
64,51,21,63,55,29,52.0,28,29,44,52,61,54,51,58,53,40,78,88,74,32,63,63,27,43,33,55,67,64,7,13,7,8
64,65,64,51,62,61,69.0,60,44,62,67,73,75,74,64,81,64,55,56,61,66,39,44,67,60,47,63,39,34,5,12,6,13
64,53,62,57,64,41,61.0,49,61,59,62,64,61,58,59,49,63,83,70,75,60,58,62,62,61,59,55,63,58,14,10,13,12
64,61,53,42,60,40,64.0,52,50,57,61,79,76,80,57,67,56,61,89,63,50,53,55,59,58,42,56,58,57,8,10,9,6
64,25,24,66,48,30,51.0,27,28,30,58,54,62,51,52,52,38,70,63,84,24,60,60,21,26,40,53,66,62,8,14,12,12
64,57,38,69,65,22,43.0,30,42,57,55,52,38,59,69,75,62,57,64,61,53,59,72,35,41,50,53,69,56,15,15,18,15
64,34,59,53,61,72,69.0,59,49,43,62,77,88,75,63,82,65,67,65,52,61,41,38,71,46,62,59,23,31,12,18,17,14
64,43,19,50,60,20,33.0,16,45,44,35,40,36,47,53,48,50,74,65,81,45,68,64,20,26,49,58,72,58,14,16,16,11
64,54,24,65,62,54,50.0,50,44,58,48,68,58,67,56,70,41,72,45,68,42,61,65,44,45,57,41,61,68,15,11,14,15
64,57,74,57,49,63,67.0,50,60,43,69,62,51,64,69,73,55,70,69,62,71,51,21,62,63,57,60,31,33,17,12,16,18
64,65,56,62,64,62,66.0,63,36,56,66,74,72,74,62,66,64,60,58,70,59,59,58,59,52,60,50,55,51,15,15,13,10
64,59,55,54,66,52,63.0,56,60,66,64,65,62,66,63,57,65,53,72,65,58,56,59,58,65,55,60,60,61,7,8,15,12
64,58,58,30,59,51,64.0,66,67,57,60,80,77,77,63,82,62,34,62,37,63,55,44,64,67,59,64,41,35,5,8,7,14
64,54,29,63,57,22,56.0,49,34,56,55,74,73,63,59,52,46,67,70,82,33,66,62,51,52,38,57,63,61,12,15,5,11
64,28,26,69,52,18,39.0,25,24,30,46,51,40,50,57,43,42,55,59,81,23,66,62,24,27,31,51,66,65,11,8,9,8
64,53,21,62,59,20,54.0,19,26,53,56,76,80,59,54,55,51,64,58,73,26,67,62,47,48,21,58,63,62,10,8,14,14
64,51,64,70,61,49,62.0,53,58,58,64,66,70,59,62,70,64,81,64,73,63,53,27,62,64,66,65,37,35,7,14,9,12
64,67,56,52,66,53,67.0,69,70,67,65,75,67,77,62,80,63,69,70,68,63,64,58,58,68,58,63,55,58,15,12,11,13
64,22,25,60,59,20,53.0,29,25,54,55,49,55,45,63,41,35,80,67,80,22,62,61,20,32,31,64,64,64,13,14,6,6
64,36,20,63,54,26,52.0,22,27,48,54,68,72,54,57,50,30,81,67,79,24,64,65,36,39,34,54,66,64,15,14,12,8
64,59,58,56,58,55,66.0,48,53,48,63,81,81,64,57,80,71,67,70,79,55,75,37,57,55,55,58,41,42,11,14,14,8
64,63,42,57,60,41,60.0,67,48,58,61,69,69,57,58,58,53,71,74,74,44,57,59,56,55,46,58,60,60,6,11,8,9
64,36,70,61,45,54,65.0,45,36,41,64,75,76,72,60,66,64,64,65,50,59,32,18,64,57,64,60,34,30,10,12,14,6
64,54,51,53,64,44,65.0,58,45,68,64,72,69,74,65,78,56,72,71,55,46,61,62,58,68,44,63,61,56,10,10,9,7
64,61,49,44,61,35,66.0,55,48,59,64,86,82,81,51,80,60,81,66,63,55,65,54,56,56,46,58,62,59,8,11,10,8
64,61,39,58,69,49,63.0,60,66,58,63,69,71,67,53,63,63,67,54,70,54,70,62,59,51,61,57,64,62,15,6,7,10
64,62,55,46,68,43,67.0,63,37,62,65,70,57,70,60,76,64,40,60,42,60,55,47,62,61,49,64,50,37,15,6,7,12
64,28,20,59,59,23,52.0,24,25,59,56,55,62,52,60,59,39,57,52,82,18,69,60,20,35,39,55,64,62,15,6,7,8
64,51,62,56,61,38,66.0,31,27,53,64,75,74,77,65,76,51,64,61,41,67,25,17,68,51,61,50,17,19,9,11,11,5
64,64,59,56,66,47,64.0,67,66,63,65,50,53,61,65,64,65,68,59,71,62,75,69,58,68,49,71,62,57,8,7,7,11
64,60,27,52,51,36,60.0,41,31,47,54,76,78,72,56,67,36,75,66,65,29,51,59,53,34,44,50,64,65,12,14,7,13
64,64,63,47,68,61,67.0,59,48,65,68,61,68,63,58,88,55,52,72,36,59,46,47,62,67,56,64,50,53,9,14,8,8
64,30,22,63,65,20,45.0,29,28,55,44,69,70,31,64,42,39,68,55,79,22,61,55,20,32,30,55,65,66,12,6,6,11
64,65,53,55,66,50,66.0,64,59,65,67,71,50,70,60,73,66,70,66,63,65,58,66,64,61,65,63,60,57,9,8,6,9
64,70,55,54,63,43,62.0,68,63,62,63,62,65,70,61,71,62,77,87,68,57,50,46,55,68,45,57,61,56,13,10,6,11
64,62,21,55,56,20,51.0,28,32,50,56,57,59,56,64,55,21,77,81,79,22,58,62,45,39,31,47,66,63,5,13,8,6
64,49,29,56,65,37,57.0,32,38,62,61,72,47,69,60,67,39,70,85,68,27,59,63,53,57,37,47,64,58,9,12,10,7
64,44,48,49,69,25,58.0,34,37,67,61,46,38,45,64,65,49,48,73,61,51,59,65,63,66,39,55,61,60,9,14,5,11
64,40,19,64,55,30,51.0,32,25,48,54,38,75,35,61,47,64,50,85,91,36,60,62,28,33,34,60,64,61,9,6,15,14
64,71,44,65,61,62,64.0,72,47,52,63,79,78,72,52,63,70,64,71,68,63,51,43,54,58,53,48,42,41,14,6,8,10
64,28,32,58,46,24,46.0,23,32,42,50,81,92,58,66,55,29,85,82,76,24,63,63,22,32,41,49,66,62,10,10,11,13
64,58,53,62,62,58,63.0,39,65,61,61,54,66,76,67,80,66,56,75,69,57,79,64,56,61,58,63,60,58,6,5,15,10
64,42,63,65,52,55,63.0,31,27,44,63,80,69,70,59,66,64,78,64,72,58,49,14,68,43,58,53,21,10,7,12,14,12
64,35,48,38,68,42,64.0,59,61,68,67,64,62,72,59,63,61,56,74,62,54,63,62,53,63,47,69,55,50,15,9,14,10
64,46,27,58,67,28,49.0,31,33,65,60,31,33,35,60,73,51,43,50,61,36,61,72,46,60,43,56,60,55,11,6,5,14
64,59,62,45,61,59,64.0,62,64,58,62,73,71,77,59,80,65,66,73,56,61,48,49,61,57,59,56,44,46,12,11,9,11
64,61,63,43,62,41,63.0,68,35,51,63,74,81,63,55,70,71,70,67,63,69,59,53,62,57,40,54,37,45,14,9,14,8
64,61,64,70,67,66,66.0,68,39,63,67,40,35,74,55,57,69,82,67,81,63,29,18,69,66,62,74,35,22,9,10,14,10
64,64,46,55,62,26,58.0,33,39,62,57,55,53,54,66,72,40,92,84,65,63,63,66,47,65,43,52,58,59,14,7,6,6
64,53,60,59,59,54,67.0,55,40,43,63,93,92,93,51,73,58,88,75,72,49,59,19,56,48,63,60,22,33,10,13,13,10
64,42,22,72,66,29,50.0,28,28,63,57,60,52,50,59,60,55,78,72,76,51,63,63,54,63,39,56,65,61,6,12,14,12
64,55,34,49,68,30,59.0,37,33,65,59,52,37,68,67,59,62,51,77,74,61,62,63,64,69,43,55,58,54,14,10,13,13
64,65,52,52,63,32,64.0,61,39,52,63,82,80,75,56,72,56,84,60,61,46,65,59,58,58,56,52,63,53,12,6,9,6
64,34,33,62,59,32,50.0,34,31,47,50,54,62,48,58,52,50,65,65,71,30,70,63,25,27,50,52,66,64,5,8,9,6
64,55,47,45,69,48,64.0,56,51,63,66,63,63,68,64,68,64,66,72,65,65,65,52,59,62,52,55,62,52,8,12,10,7
64,69,38,45,66,32,63.0,47,46,62,64,69,63,70,55,72,58,65,61,66,56,68,61,63,59,42,61,62,63,8,5,11,6
64,32,59,65,62,57,63.0,38,32,48,64,75,76,64,59,66,64,72,76,85,56,65,26,65,55,63,55,11,17,9,9,13,14
64,62,58,45,64,51,66.0,55,47,62,64,74,77,80,62,79,60,59,76,57,61,55,60,62,63,45,59,61,57,14,14,6,5
64,62,62,66,63,54,63.0,65,50,62,64,73,72,65,59,39,63,66,71,76,63,63,60,60,63,70,54,62,61,6,5,8,10
64,54,58,56,62,53,66.0,39,30,28,61,91,90,81,65,77,59,81,67,63,56,58,23,61,48,49,53,21,13,11,10,8,7
64,64,25,58,59,23,59.0,59,55,57,58,69,68,66,57,74,52,72,71,58,30,60,65,46,52,37,57,63,59,10,15,6,5
64,29,68,67,54,54,57.0,30,31,31,60,60,68,49,60,64,67,70,54,77,51,56,19,66,43,64,63,19,25,13,13,13,9
64,43,43,68,64,37,46.0,34,37,61,45,45,50,46,62,48,50,70,34,81,58,72,59,48,44,41,60,64,63,14,12,6,6
64,34,66,65,56,46,64.0,45,33,42,66,65,66,66,58,58,66,70,64,74,48,56,18,69,44,60,58,32,24,9,7,5,6
64,57,66,55,62,56,68.0,53,45,52,66,76,76,72,56,80,70,50,46,46,55,43,22,66,54,60,63,31,32,11,6,8,10
64,46,25,58,58,32,54.0,44,42,43,57,63,68,61,63,64,40,75,58,68,27,60,67,40,40,40,51,64,64,14,8,11,14
64,61,39,54,62,34,62.0,59,41,56,64,69,70,55,56,69,55,76,63,68,43,68,59,53,55,45,58,64,63,11,14,5,11
64,50,65,67,67,44,68.0,42,39,39,68,67,67,63,64,69,56,46,65,65,44,36,17,66,66,57,62,24,29,13,10,14,7
64,56,41,47,58,28,58.0,51,31,35,57,88,77,61,63,72,45,56,67,62,42,57,59,44,42,38,55,62,56,8,12,8,8
64,49,63,56,51,57,65.0,49,29,48,63,82,84,78,60,76,65,57,70,69,59,55,39,63,48,57,53,35,33,5,14,9,6
64,64,38,39,56,28,65.0,61,22,51,62,84,84,79,55,83,43,90,72,56,30,56,56,53,48,24,56,62,61,12,12,7,14
64,50,57,54,55,61,66.0,70,56,54,63,74,84,77,64,81,57,60,74,63,58,55,29,65,59,64,57,19,12,13,10,12,10
64,60,57,55,60,43,62.0,57,60,60,62,77,77,64,56,63,56,77,72,65,53,59,57,52,55,50,59,61,60,9,8,10,6
64,58,60,44,57,44,67.0,48,39,48,63,74,79,72,60,76,60,63,67,48,50,28,17,65,60,62,55,29,29,7,10,13,6
64,39,65,63,60,58,62.0,54,48,38,63,66,62,63,59,54,66,64,57,80,61,47,32,66,53,60,57,27,23,8,14,10,8
64,52,58,40,59,53,65.0,46,40,53,63,83,82,80,58,74,60,53,65,63,61,54,26,61,62,35,60,25,25,7,12,13,6
64,42,65,65,58,60,63.0,52,45,49,62,75,78,80,60,75,65,64,72,75,55,62,20,63,60,62,60,20,20,5,10,15,6
64,65,65,53,63,47,64.0,56,54,70,69,68,75,62,47,63,61,67,80,70,60,63,50,61,69,61,67,60,53,7,10,11,11
64,58,34,59,62,38,59.0,41,40,58,61,67,66,60,59,49,58,72,68,73,41,61,66,59,59,49,64,65,63,6,13,9,7
64,59,60,45,66,53,65.0,61,55,63,63,77,67,81,64,80,52,57,82,46,51,49,60,64,63,48,61,66,65,11,14,14,13
64,51,65,52,56,56,61.0,57,43,59,59,78,92,70,56,60,69,75,80,76,61,59,18,65,61,52,58,26,24,11,9,11,11
64,58,54,60,63,49,67.0,64,39,54,63,78,76,78,56,75,58,75,64,72,51,72,51,58,60,49,56,60,62,7,14,10,9
64,60,55,49,62,48,65.0,46,58,46,65,82,77,78,59,74,60,58,73,60,43,33,22,61,59,50,53,29,26,7,14,12,6
64,58,33,68,59,33,60.0,51,37,56,59,67,64,61,59,64,30,74,67,71,28,62,63,51,36,41,45,62,67,13,6,10,13
64,48,58,41,67,51,67.0,52,35,62,68,69,77,78,64,82,61,71,88,69,55,49,58,61,59,58,59,57,54,14,10,6,10
64,49,29,70,59,31,49.0,29,27,42,54,65,75,51,63,42,44,47,73,76,21,58,62,27,29,41,46,63,60,10,12,15,7
64,62,52,45,67,40,67.0,62,43,59,68,73,64,79,63,83,59,76,72,64,56,73,58,62,61,40,55,60,58,8,12,8,7
64,64,45,45,60,40,62.0,60,60,63,61,72,71,74,62,78,63,49,66,58,53,45,55,44,55,55,55,61,64,7,14,8,8
64,62,55,45,64,48,66.0,55,43,61,65,77,75,74,60,72,62,62,74,60,57,42,53,63,64,53,61,56,48,8,10,13,9
64,57,56,65,65,38,61.0,46,35,63,63,59,61,54,64,52,70,71,82,82,56,73,62,62,61,59,64,60,55,11,14,7,5
64,59,60,57,66,49,68.0,59,51,65,68,59,47,75,63,78,62,56,64,57,62,66,63,57,63,49,54,65,62,5,5,12,14
64,57,52,49,55,66,65.0,64,51,50,63,92,93,89,65,72,63,85,58,66,51,46,31,57,55,47,49,35,33,12,5,12,12
64,52,26,66,63,29,57.0,29,38,37,58,68,70,63,61,67,68,79,66,67,41,67,58,38,49,54,55,67,62,14,13,13,11
64,60,49,52,56,34,61.0,49,36,45,58,80,81,75,56,66,56,79,87,76,58,66,57,55,55,36,56,59,57,11,8,7,13
64,65,57,56,64,52,60.0,50,48,63,54,69,65,64,58,62,61,73,73,62,63,52,60,60,58,49,61,62,61,6,8,6,10
64,47,39,51,66,43,62.0,46,42,62,63,64,62,58,62,92,55,66,70,58,43,63,62,54,63,51,63,64,56,6,11,6,14
64,55,32,56,54,28,56.0,54,42,51,55,66,68,65,62,68,35,75,80,67,34,65,63,37,53,38,60,62,63,9,6,6,11
64,67,54,69,64,49,69.0,58,60,54,64,71,66,78,72,90,68,71,68,38,54,61,54,60,68,68,70,36,40,13,10,16,10
64,43,58,58,63,55,65.0,49,45,57,62,70,71,71,71,64,71,66,57,69,63,55,37,63,65,62,60,32,43,7,11,7,9
64,62,29,54,58,30,64.0,43,31,37,62,78,79,74,58,77,52,56,70,58,37,50,59,59,39,42,57,59,59,11,7,6,10
64,54,58,49,65,55,66.0,74,71,61,64,74,70,72,62,59,70,52,70,49,66,44,62,64,67,59,59,62,42,11,14,6,13
64,61,44,48,55,30,61.0,40,41,52,57,76,76,73,57,75,60,69,91,62,55,60,58,57,56,46,56,59,58,9,15,7,14
64,58,55,49,65,55,69.0,61,48,63,66,72,68,81,63,80,58,52,69,57,52,48,59,64,64,45,63,56,54,11,10,6,12
64,63,59,53,68,58,64.0,64,68,67,62,69,67,71,59,66,70,74,65,67,68,67,55,64,65,54,68,55,48,9,6,6,8
64,36,22,64,54,32,40.0,29,28,42,46,50,43,35,60,51,50,67,54,71,23,59,63,29,38,42,58,71,66,5,11,6,10
64,48,38,67,61,39,56.0,44,46,59,49,67,71,69,82,70,62,74,81,67,55,81,58,56,44,47,57,68,66,14,14,8,8
64,55,52,48,57,44,67.0,56,61,44,64,85,87,74,58,77,68,59,54,48,62,36,37,58,49,62,48,25,27,11,12,8,14
64,63,62,53,65,60,67.0,55,54,63,65,77,78,84,60,77,66,49,53,56,60,70,45,53,54,63,54,53,55,13,9,12,12
64,22,35,63,58,31,51.0,26,20,45,51,66,65,67,63,67,44,77,62,76,24,68,62,28,30,30,58,65,60,6,9,11,5
64,62,52,45,63,52,64.0,41,45,53,59,80,74,73,62,73,69,59,86,72,59,67,52,68,65,59,62,61,61,5,8,6,14
64,57,12,56,59,31,65.0,27,26,64,63,70,80,79,59,75,60,71,67,49,21,65,58,56,64,36,64,63,62,10,8,13,14
64,32,29,62,58,37,52.0,35,36,55,50,77,82,69,54,47,43,66,72,81,35,66,62,29,43,49,51,64,63,7,5,6,9
64,61,36,49,59,37,57.0,53,31,57,60,64,62,58,63,64,50,56,64,55,43,47,62,53,49,38,50,64,62,6,11,15,6
64,34,53,63,56,48,49.0,46,34,50,55,37,39,43,61,30,65,67,64,87,45,69,60,55,37,49,59,65,58,7,9,14,11
64,52,39,47,70,41,67.0,50,44,69,66,69,69,79,60,81,52,79,71,62,50,64,52,55,61,43,63,59,58,10,6,6,13
64,57,34,50,59,27,60.0,34,30,54,57,72,67,73,60,71,31,70,84,66,32,68,62,48,51,39,59,57,61,8,9,6,13
64,59,56,40,61,45,68.0,57,40,54,64,77,76,82,59,71,54,66,69,61,51,58,38,56,60,50,66,40,36,7,15,14,10
64,32,31,63,67,34,37.0,32,31,66,31,51,47,33,59,45,57,78,70,86,40,72,64,39,32,49,57,63,56,9,11,11,14
64,52,32,45,65,27,65.0,32,32,64,57,67,68,73,63,75,56,67,69,61,50,53,67,57,45,40,55,67,64,10,9,14,11
64,25,24,73,48,22,38.0,24,24,40,50,44,49,34,45,26,42,55,65,90,28,72,60,27,26,31,45,65,60,12,12,13,15
64,56,55,30,58,47,66.0,51,55,53,64,84,78,76,59,78,56,55,53,41,56,43,26,62,59,41,62,21,19,6,13,7,8
64,55,58,42,59,51,66.0,66,65,55,64,86,83,78,56,75,72,46,61,60,68,58,24,58,62,60,56,26,25,15,8,7,6
64,46,36,63,58,31,52.0,28,33,53,58,59,62,47,57,51,53,68,69,80,39,70,60,39,49,48,54,64,62,9,12,12,6
64,36,36,65,55,30,50.0,32,29,52,52,61,60,50,58,55,54,75,70,82,38,66,62,33,41,37,60,63,62,12,15,11,14
64,56,48,62,66,45,62.0,35,39,60,64,65,73,66,62,68,55,87,79,70,48,68,62,52,52,41,55,61,59,14,8,14,9
64,60,31,47,62,42,61.0,55,60,61,61,53,53,68,56,64,68,72,81,70,66,74,62,40,58,63,57,61,61,10,13,8,14
64,62,57,30,62,49,67.0,62,58,59,63,81,78,89,61,90,59,39,54,30,62,30,27,62,63,55,54,27,24,11,13,6,10
64,63,53,31,61,56,66.0,64,44,46,65,79,80,75,58,70,62,66,78,69,52,32,10,54,55,50,52,23,23,12,11,8,15
64,56,66,50,42,47,70.0,36,28,33,68,90,89,86,48,70,52,74,68,50,57,33,20,57,46,59,50,13,19,7,11,6,10
64,51,49,43,69,48,66.0,60,46,68,64,73,63,80,63,82,58,65,75,57,52,55,54,60,63,44,50,54,51,14,15,5,15
64,38,32,65,58,35,51.0,43,43,59,54,59,64,59,59,80,43,73,71,81,41,61,59,40,43,40,54,61,62,6,13,9,13
64,59,39,64,57,39,56.0,44,44,55,59,67,67,64,58,70,59,71,63,63,48,67,67,45,52,47,56,64,67,6,13,12,8
64,43,63,60,56,49,67.0,60,47,52,67,73,75,77,57,74,66,75,62,74,54,64,33,65,59,55,68,36,32,10,14,12,9
64,55,51,48,58,31,63.0,49,34,44,64,74,76,68,63,67,54,63,76,59,46,53,58,55,52,42,59,61,59,8,12,11,12
64,55,51,65,69,57,65.0,58,51,66,67,74,77,70,58,65,66,61,66,65,60,65,60,67,57,50,64,65,58,10,14,7,7
64,65,63,53,63,56,68.0,62,39,54,69,80,64,73,51,73,69,39,70,63,58,55,54,55,57,59,55,63,62,15,7,7,15
64,51,64,62,61,58,64.0,63,64,56,64,75,76,65,54,53,67,62,67,72,61,67,27,63,64,63,62,30,28,11,9,6,10
64,52,44,60,68,43,63.0,47,40,63,63,53,68,61,55,61,61,65,64,72,53,63,59,60,62,55,45,65,63,5,15,11,15
64,64,61,32,61,48,65.0,45,31,52,63,83,82,76,58,74,60,47,75,60,58,31,23,58,53,48,51,22,22,6,12,7,12
64,35,25,66,62,26,50.0,32,22,48,48,66,75,64,58,67,54,76,66,76,24,68,59,32,46,35,58,64,63,9,12,8,9
64,58,54,60,61,41,61.0,41,38,61,60,66,66,65,61,63,63,68,90,73,63,65,65,45,61,48,62,61,56,9,14,11,12
